Edad;Genero;P1_Destino;P2_Estres;P3_Frecuencia;P4_NivelEstres;P5_FinSemana
20;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;7;A) Improvisado, con amigos y musica.
25;Mujer;A) Salir a beber con amigos y fiestas.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;2;B) Explorando algo nuevo (lugar, actividad, curso).
20;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;4;D) Depende del dinero disponible esa semana.
26;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;9;A) Improvisado, con amigos y musica.
25;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
25;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
25;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;5;A) Improvisado, con amigos y musica.
20;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;7;A) Improvisado, con amigos y musica.
32;Mujer;D) Experiencias, viajes o aprendizaje.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;5;B) Explorando algo nuevo (lugar, actividad, curso).
24;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;3;C) Tranquilo, en casa y preparando la semana.
32;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;3;C) Tranquilo, en casa y preparando la semana.
21;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;9;A) Improvisado, con amigos y musica.
27;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;8;C) Tranquilo, en casa y preparando la semana.
26;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;6;C) Tranquilo, en casa y preparando la semana.
22;Mujer;D) Experiencias, viajes o aprendizaje.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;5;B) Explorando algo nuevo (lugar, actividad, curso).
21;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;B) Explorando algo nuevo (lugar, actividad, curso).
32;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;4;C) Tranquilo, en casa y preparando la semana.
22;Hombre;D) Experiencias, viajes o aprendizaje.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;4;B) Explorando algo nuevo (lugar, actividad, curso).
19;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;6;A) Improvisado, con amigos y musica.
32;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;3;C) Tranquilo, en casa y preparando la semana.
30;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;5;B) Explorando algo nuevo (lugar, actividad, curso).
29;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;3;C) Tranquilo, en casa y preparando la semana.
26;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;6;D) Depende del dinero disponible esa semana.
19;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;6;A) Improvisado, con amigos y musica.
21;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;B) Explorando algo nuevo (lugar, actividad, curso).
23;Mujer;A) Salir a beber con amigos y fiestas.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;9;A) Improvisado, con amigos y musica.
25;Mujer;D) Experiencias, viajes o aprendizaje.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;7;A) Improvisado, con amigos y musica.
22;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;6;D) Depende del dinero disponible esa semana.
21;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;6;A) Improvisado, con amigos y musica.
23;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
33;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;3;D) Depende del dinero disponible esa semana.
27;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;4;A) Improvisado, con amigos y musica.
22;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;2;C) Tranquilo, en casa y preparando la semana.
25;Hombre;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;4;B) Explorando algo nuevo (lugar, actividad, curso).
29;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;4;C) Tranquilo, en casa y preparando la semana.
22;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;7;A) Improvisado, con amigos y musica.
31;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;6;D) Depende del dinero disponible esa semana.
28;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
21;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;6;A) Improvisado, con amigos y musica.
23;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;6;D) Depende del dinero disponible esa semana.
28;Mujer;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;9;A) Improvisado, con amigos y musica.
23;Hombre;A) Salir a beber con amigos y fiestas.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;5;D) Depende del dinero disponible esa semana.
23;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;8;A) Improvisado, con amigos y musica.
29;Mujer;A) Salir a beber con amigos y fiestas.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;6;D) Depende del dinero disponible esa semana.
30;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;5;C) Tranquilo, en casa y preparando la semana.
25;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;6;B) Explorando algo nuevo (lugar, actividad, curso).
32;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
26;Mujer;D) Experiencias, viajes o aprendizaje.;A) Hacer ejercicio y meditar.;C) 1 vez.;4;B) Explorando algo nuevo (lugar, actividad, curso).
22;Hombre;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;6;A) Improvisado, con amigos y musica.
28;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;7;A) Improvisado, con amigos y musica.
29;Mujer;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;7;A) Improvisado, con amigos y musica.
28;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;2;A) Improvisado, con amigos y musica.
28;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;5;D) Depende del dinero disponible esa semana.
25;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;3;D) Depende del dinero disponible esa semana.
33;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;3;C) Tranquilo, en casa y preparando la semana.
29;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;4;C) Tranquilo, en casa y preparando la semana.
23;Hombre;B) Entretenimiento (streaming, videojuegos, salidas).;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;4;A) Improvisado, con amigos y musica.
21;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
26;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
24;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;8;C) Tranquilo, en casa y preparando la semana.
21;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;7;D) Depende del dinero disponible esa semana.
24;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;8;C) Tranquilo, en casa y preparando la semana.
26;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;4;C) Tranquilo, en casa y preparando la semana.
34;Hombre;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;4;C) Tranquilo, en casa y preparando la semana.
23;Hombre;A) Salir a beber con amigos y fiestas.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;6;A) Improvisado, con amigos y musica.
26;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;4;C) Tranquilo, en casa y preparando la semana.
24;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;5;A) Improvisado, con amigos y musica.
23;Hombre;B) Entretenimiento (streaming, videojuegos, salidas).;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;8;A) Improvisado, con amigos y musica.
26;Mujer;D) Experiencias, viajes o aprendizaje.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;4;A) Improvisado, con amigos y musica.
32;Hombre;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;6;A) Improvisado, con amigos y musica.
29;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
18;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;7;A) Improvisado, con amigos y musica.
29;Mujer;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;5;C) Tranquilo, en casa y preparando la semana.
23;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;4;A) Improvisado, con amigos y musica.
21;Mujer;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
31;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
24;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;4;C) Tranquilo, en casa y preparando la semana.
22;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
25;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;4;C) Tranquilo, en casa y preparando la semana.
22;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;4;B) Explorando algo nuevo (lugar, actividad, curso).
25;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;3;B) Explorando algo nuevo (lugar, actividad, curso).
25;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;4;D) Depende del dinero disponible esa semana.
18;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;8;D) Depende del dinero disponible esa semana.
21;Hombre;A) Salir a beber con amigos y fiestas.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;5;B) Explorando algo nuevo (lugar, actividad, curso).
27;Mujer;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;9;A) Improvisado, con amigos y musica.
23;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
24;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;5;B) Explorando algo nuevo (lugar, actividad, curso).
25;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;2;D) Depende del dinero disponible esa semana.
26;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
22;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;8;A) Improvisado, con amigos y musica.
22;Hombre;A) Salir a beber con amigos y fiestas.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;6;D) Depende del dinero disponible esa semana.
32;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;3;C) Tranquilo, en casa y preparando la semana.
22;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;6;A) Improvisado, con amigos y musica.
25;Hombre;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;8;D) Depende del dinero disponible esa semana.
44;Hombre;D) Experiencias, viajes o aprendizaje.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;2;C) Tranquilo, en casa y preparando la semana.
21;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;5;B) Explorando algo nuevo (lugar, actividad, curso).
23;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;8;A) Improvisado, con amigos y musica.
25;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;6;B) Explorando algo nuevo (lugar, actividad, curso).
30;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;4;C) Tranquilo, en casa y preparando la semana.
23;Mujer;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;5;B) Explorando algo nuevo (lugar, actividad, curso).
27;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;6;A) Improvisado, con amigos y musica.
29;Hombre;B) Entretenimiento (streaming, videojuegos, salidas).;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;4;D) Depende del dinero disponible esa semana.
26;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;5;D) Depende del dinero disponible esa semana.
21;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;6;C) Tranquilo, en casa y preparando la semana.
29;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;4;B) Explorando algo nuevo (lugar, actividad, curso).
26;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
27;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;5;B) Explorando algo nuevo (lugar, actividad, curso).
28;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;5;B) Explorando algo nuevo (lugar, actividad, curso).
22;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;8;A) Improvisado, con amigos y musica.
32;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
24;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;6;B) Explorando algo nuevo (lugar, actividad, curso).
28;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;8;D) Depende del dinero disponible esa semana.
19;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;D) Depende del dinero disponible esa semana.
20;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;8;A) Improvisado, con amigos y musica.
23;Mujer;D) Experiencias, viajes o aprendizaje.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;5;C) Tranquilo, en casa y preparando la semana.
18;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;6;A) Improvisado, con amigos y musica.
26;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;2;D) Depende del dinero disponible esa semana.
29;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;6;C) Tranquilo, en casa y preparando la semana.
26;Mujer;D) Experiencias, viajes o aprendizaje.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;5;C) Tranquilo, en casa y preparando la semana.
20;Hombre;A) Salir a beber con amigos y fiestas.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;8;A) Improvisado, con amigos y musica.
18;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;7;A) Improvisado, con amigos y musica.
34;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;5;C) Tranquilo, en casa y preparando la semana.
22;Hombre;B) Entretenimiento (streaming, videojuegos, salidas).;D) Consumo digital (redes, series, compras online).;C) 1 vez.;5;D) Depende del dinero disponible esa semana.
30;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;5;A) Improvisado, con amigos y musica.
31;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;4;A) Improvisado, con amigos y musica.
22;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;6;B) Explorando algo nuevo (lugar, actividad, curso).
26;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
27;Hombre;D) Experiencias, viajes o aprendizaje.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
27;Mujer;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;7;B) Explorando algo nuevo (lugar, actividad, curso).
31;Hombre;B) Entretenimiento (streaming, videojuegos, salidas).;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;5;D) Depende del dinero disponible esa semana.
27;Mujer;A) Salir a beber con amigos y fiestas.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
27;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;3;B) Explorando algo nuevo (lugar, actividad, curso).
30;Mujer;D) Experiencias, viajes o aprendizaje.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;3;C) Tranquilo, en casa y preparando la semana.
21;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;6;A) Improvisado, con amigos y musica.
28;Hombre;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;4;C) Tranquilo, en casa y preparando la semana.
27;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;6;C) Tranquilo, en casa y preparando la semana.
23;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;C) Tranquilo, en casa y preparando la semana.
20;Mujer;B) Entretenimiento (streaming, videojuegos, salidas).;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;6;B) Explorando algo nuevo (lugar, actividad, curso).
36;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;6;C) Tranquilo, en casa y preparando la semana.
25;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;8;B) Explorando algo nuevo (lugar, actividad, curso).
28;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;B) 2 a 3 veces.;3;B) Explorando algo nuevo (lugar, actividad, curso).
26;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;3;C) Tranquilo, en casa y preparando la semana.
19;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;B) Explorando algo nuevo (lugar, actividad, curso).
20;Hombre;A) Salir a beber con amigos y fiestas.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;6;A) Improvisado, con amigos y musica.
33;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;4;C) Tranquilo, en casa y preparando la semana.
31;Hombre;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;3;C) Tranquilo, en casa y preparando la semana.
31;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;4;C) Tranquilo, en casa y preparando la semana.
28;Hombre;A) Salir a beber con amigos y fiestas.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;5;B) Explorando algo nuevo (lugar, actividad, curso).
21;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;7;D) Depende del dinero disponible esa semana.
34;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
26;Hombre;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
22;Mujer;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;7;B) Explorando algo nuevo (lugar, actividad, curso).
25;Mujer;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;4;C) Tranquilo, en casa y preparando la semana.
30;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;4;C) Tranquilo, en casa y preparando la semana.
32;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;5;B) Explorando algo nuevo (lugar, actividad, curso).
21;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;C) 1 vez.;5;C) Tranquilo, en casa y preparando la semana.
30;Hombre;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;4;A) Improvisado, con amigos y musica.
23;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;B) 2 a 3 veces.;5;D) Depende del dinero disponible esa semana.
22;Mujer;A) Salir a beber con amigos y fiestas.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;8;B) Explorando algo nuevo (lugar, actividad, curso).
18;Hombre;B) Entretenimiento (streaming, videojuegos, salidas).;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;6;D) Depende del dinero disponible esa semana.
26;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;A) 4 o mas veces.;9;A) Improvisado, con amigos y musica.
34;Mujer;C) Necesidades basicas y ahorro.;C) Descansar en casa, planeando mi tiempo y gastos.;C) 1 vez.;4;C) Tranquilo, en casa y preparando la semana.
22;Hombre;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;4;A) Improvisado, con amigos y musica.
23;Hombre;D) Experiencias, viajes o aprendizaje.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;2;C) Tranquilo, en casa y preparando la semana.
30;Mujer;A) Salir a beber con amigos y fiestas.;A) Hacer ejercicio y meditar.;A) 4 o mas veces.;4;B) Explorando algo nuevo (lugar, actividad, curso).
23;Mujer;A) Salir a beber con amigos y fiestas.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;A) Improvisado, con amigos y musica.
28;Mujer;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;B) 2 a 3 veces.;6;B) Explorando algo nuevo (lugar, actividad, curso).
24;Hombre;D) Experiencias, viajes o aprendizaje.;D) Consumo digital (redes, series, compras online).;D) Solo cuando hay un evento importante.;3;B) Explorando algo nuevo (lugar, actividad, curso).
29;Mujer;C) Necesidades basicas y ahorro.;A) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;4;D) Depende del dinero disponible esa semana.
22;Hombre;D) Experiencias, viajes o aprendizaje.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;5;D) Depende del dinero disponible esa semana.
25;Hombre;C) Necesidades basicas y ahorro.;D) Consumo digital (redes, series, compras online).;C) 1 vez.;4;C) Tranquilo, en casa y preparando la semana.
23;Mujer;C) Necesidades basicas y ahorro.;B) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;7;D) Depende del dinero disponible esa semana.
18;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 2 a 3 veces.;7;B) Explorando algo nuevo (lugar, actividad, curso).
